homo (eV),lumo (eV),vertical_excitation_energy (eV),zpve_S0 (eV),zpve_S1 (eV),zpve_T1 (eV),total_electronic_energy_S0 (eV),total_electronic_energy_S1 (eV),total_electronic_energy_T1 (eV),dipole_moment_norm_S0 (D),dipole_moment_norm_S1 (D),dipole_moment_norm_T1 (D),0-0_S1 (eV),0-0_T1 (eV),reduction_potential_S0 (eV),reduction_potential_S1 (eV),reduction_potential_T1 (eV),oxidation_potential_S0 (eV),oxidation_potential_S1 (eV),oxidation_potential_T1 (eV),free_energy_S0,free_energy_AN,free_energy_CAT,free_energy_S1,free_energy_T1,adiabatic_T1-S0 (kcal/mol),adiabatic_S1-S0 (kcal/mol),reduction_S0 (kcal/mol),oxidation_S0 (kcal/mol)
-5.973443509,-3.547004197,1.686200074,10.22165792,,10.18288169,-60479.32917,,-60478.57468,8.83128541,,16.35815497,,0.715713609,,,,-0.482274298,,-1.197987907,-2222.262599,,-2222.068479,,-2222.236499,16.3779849,,,121.8120471
-5.754119736,-3.460744103,1.683300074,7.991412701,7.999031889,7.965507462,-30301.18487,-30300.00866,-30300.56269,14.62510953,14.75652987,23.34560141,1.183836136,0.596279297,-0.698890345,0.484945792,-0.102611047,-0.493975194,-1.67781133,-1.090254491,-1113.309428,-1113.460141,-1113.114878,-1113.264307,-1113.28855,13.1011329,28.31383359,-94.57376392,122.0818759
-6.345967386,-3.940208728,1.683000074,8.295880902,,8.264533385,-42131.98649,,-42131.14443,9.926834336,,17.74947232,,0.810709919,-0.323726963,,0.486982956,-0.985059082,,-1.795769001,-1548.078893,-1548.243393,-1547.866296,,-1548.048953,18.78761946,,-103.2252305,133.4065309
-7.76368061,-4.02347557,2.74180012,5.346438747,5.254845221,5.266791019,-28797.16712,-28794.68112,-28795.35569,5.995321917,6.139691083,8.582962362,2.394403158,1.731780513,-0.244432983,2.149970175,1.48734753,-2.446473791,-4.84087695,-4.178254304,-1058.128821,-1058.296235,-1057.862518,-1058.041255,-1058.066461,39.13146124,54.94845309,-105.0537917,167.1075292
-6.858629903,-4.118715422,1.928400084,9.116657945,,9.052330228,-42236.25739,,-42234.84018,9.60114814,,12.52531169,,1.352874204,-0.114716305,,1.2381579,-1.618404097,,-2.971278301,-1551.878735,-1552.050916,-1551.642863,,-1551.829518,30.88411045,,-108.0451271,148.0118028
-7.688577184,-3.938576045,2.726100119,3.904888349,3.797811544,,-21073.28885,,,6.120340504,6.678069509,,,,-0.336407469,,,-2.472460665,,,-774.329501,-774.493535,-774.062243,-774.241843,,,55.00618392,-102.9328113,167.7068003
-7.080130587,-3.992998818,2.394700105,4.699787364,4.645555071,4.640303274,-25662.64787,,-25661.3502,5.855022552,6.292716614,15.36894594,,1.238190919,-0.30209391,,0.936097009,-1.725535324,,-2.963726243,-942.958202,-943.123497,-942.718393,-942.884534,-942.912951,28.39540976,46.22733301,-103.7241002,150.4823058
-5.385677566,-3.533942732,1.206600053,10.57815429,,10.5256091,-36149.5116,,-36149.17158,7.82215518,,18.47876479,,0.287482309,-0.7274623,,-0.439979991,0.088647797,,-0.198834512,-1328.141412,-1328.291075,-1327.968273,,-1328.131712,6.0868373,,-93.91487947,108.6462808
-5.533435393,-3.344551483,1.486300065,7.179152822,7.164295405,7.162662722,-30009.2869,-30008.11729,-30008.76607,5.917907754,7.282069897,11.757254,1.154752432,0.504336105,,,,-0.157098232,-1.311850665,-0.661434337,-1102.606375,,-1102.424205,-1102.563232,-1102.587918,11.58193361,27.07262079,,114.3133145
-6.766655418,-4.006604511,1.928400084,6.299571973,6.284469654,6.266863887,-48075.0026,,-48074.14217,8.063869124,7.762030313,6.043996692,,0.827715675,-0.238038307,,0.589677367,-1.478673628,,-2.306389303,-1766.552977,-1766.720626,-1766.32224,-1766.495047,-1766.521565,19.71131271,36.35159637,-105.2012563,144.7895441
-6.130725321,-3.57748095,1.813600079,5.998777309,5.980953851,5.968871996,-31757.81356,,-31756.98311,1.57250083,2.9251,8.923600001,,0.800543201,-0.618725601,,0.1818176,-0.718333074,,-1.518876275,-1166.904492,-1167.058151,-1166.701697,-1166.852124,-1166.877022,17.23767223,32.86139131,-96.42240543,127.2556877
-7.243398905,-4.325794072,2.235200098,3.563086126,3.520636364,3.515221298,-48395.55942,-48393.67693,-48394.3275,8.296639525,8.36542086,19.06535745,1.840044777,1.184058574,0.028007416,1.868052193,1.21206599,-1.918953858,-3.758998635,-3.103012431,-1778.421396,-1778.598822,-1778.174479,-1778.35318,-1778.378161,27.13035161,42.80615394,-111.3364118,154.9426398
-7.130743766,-3.65993145,2.563100112,5.016990494,4.968227689,4.946594637,-21706.32148,-21704.18805,-21705.06456,2.886791515,2.834069203,5.344825184,2.084667582,1.18652349,-0.600684452,1.48398313,0.585839038,-1.734705561,-3.819373143,-2.921229051,-797.551981,-797.706303,-797.311835,-797.474473,-797.508989,26.97786693,48.63696757,-96.8384439,150.6937763
-6.258074609,-3.501289068,2.133200093,7.339346253,7.308515752,7.295944092,-29339.23056,,-29337.89592,6.906670174,5.083350341,22.52565855,,1.291236333,-0.730292284,,0.560944048,-1.080326145,,-2.371562478,-1077.978264,-1078.127823,-1077.762166,-1077.916118,-1077.930927,29.70439353,38.99717431,-93.84961853,135.6034399
-7.951167061,-3.958984585,2.891100126,4.698454006,4.62903776,4.637799826,-29179.04999,-29176.41436,-29176.87088,8.721381787,8.89295364,12.94552745,2.56621085,2.118452951,-0.275399541,2.290811309,1.84305341,-2.533631862,-5.099842712,-4.652084812,-1072.184131,-1072.350407,-1071.914625,-1072.089727,-1072.106966,48.42173198,59.23935964,-104.3396865,169.1174406
-7.067885464,-4.095041516,2.243300098,4.889858897,4.837286499,4.828823758,-36523.45631,-36521.56032,-36522.20774,7.219816016,6.92815687,17.17406942,1.843420733,1.187534828,-0.207833669,1.635587065,0.97970116,-1.72741291,-3.570833643,-2.914947738,-1342.081439,-1342.250198,-1341.841561,-1342.01387,-1342.037111,27.81621895,42.40015562,-105.8977913,150.5256039
-6.629237917,-3.967692229,1.846000081,5.735425513,5.702227622,5.689193368,-50029.41122,-50027.91255,-50028.42739,11.42268091,12.29533224,18.68344773,1.465476885,0.93760015,-0.32878828,1.136688605,0.60881187,-1.278316191,-2.743793077,-2.215916342,-1838.389578,-1838.553892,-1838.166204,-1838.334246,-1838.355004,21.69549617,34.72132799,-103.1085138,140.1691954
-6.959039919,-3.411763608,2.615000114,7.085436808,7.020537651,7.015149797,-25455.7353,-25453.4613,-25454.04107,6.936377748,7.258685835,11.99600933,2.209104003,1.623947776,-0.828607023,1.38049698,0.795340753,-1.636635725,-3.845739728,-3.260583501,-935.266221,-935.412167,-935.029679,-935.187974,-935.207987,36.54235911,49.10069672,-91.58242851,148.4322339
-7.017816513,-3.673809257,2.432600106,7.609854643,7.569091987,7.55404409,-30062.95959,,-30061.41704,7.9449073,8.294046856,14.65735868,,1.486739531,-0.570071642,,0.916667888,-1.651193817,,-3.137933348,-1104.564269,-1104.719716,-1104.327192,-1104.49073,-1104.510294,33.86979828,46.14638435,-97.54439152,148.7679512
-7.374557787,-4.069462813,2.456800107,6.47500378,,6.423030032,-38843.75763,,-38842.20679,8.201432544,,12.95811091,,1.498863292,-0.201738318,,1.297124974,-2.025404801,,-3.524268092,-1427.299776,-1427.468759,-1427.048947,,-1427.245071,34.32787985,,-106.0383533,157.397455
-7.764769065,-3.95299808,2.139900094,4.81690517,4.787897833,4.745937875,-35735.38606,-35733.84246,-35733.90202,6.801002683,7.078618516,7.21130567,1.514595206,1.413072866,-0.240351275,1.27424393,1.172721591,-2.295314541,-3.809909746,-3.708387407,-1313.12461,-1313.292174,-1312.863862,-1313.06941,-1313.074864,31.21606271,34.6384968,-105.1479181,163.6217167
-7.405850881,-3.737483901,2.718800119,5.348561235,5.282247087,5.275199338,-33932.70593,,-33930.93525,5.189888256,5.372355179,6.887219117,,1.697320285,-0.486695955,,1.210624331,-2.070167531,,-3.767487816,-1246.857156,-1247.015667,-1246.604682,-1246.774581,-1246.795642,38.60058863,51.81655568,-99.4670791,158.4297073
-7.174554098,-4.247425279,2.2785001,3.415981372,3.356932664,3.37176287,-33817.10702,-33815.11346,-33815.80053,9.591316646,9.459229657,18.4438863,1.934510789,1.262270084,-0.051749157,1.882761632,1.210520927,-2.065568807,-4.000079596,-3.327838891,-1242.676025,-1242.85052,-1242.42372,-1242.603942,-1242.630501,28.56671972,45.23273125,-109.497183,158.3236582
-7.510342604,-3.543738831,2.828200124,5.726119219,5.635097132,5.646498703,-32486.91975,-32484.34518,-32485.04672,4.745995249,4.522937393,5.30026249,2.483555467,1.793412398,-0.72019686,1.763358607,1.073215538,-1.935443958,-4.418999425,-3.728856356,-1193.710176,-1193.860106,-1193.462653,-1193.619346,-1193.646014,40.26223246,56.99664247,-94.08242437,155.3229102
-6.132630118,-3.93258954,1.519100066,5.95088527,5.920843899,5.916680557,-53914.42381,-53913.22945,-53913.77749,5.6872554,7.050289269,14.8603861,1.164317017,0.61211578,-0.321033035,0.843283982,0.291082744,-0.834797807,-1.999114824,-1.446913587,-1981.155242,-1981.319841,-1980.948167,-1981.111582,-1981.133074,13.91061951,27.39704294,-103.2873539,129.9414262
-6.365831698,-4.073272407,1.583000069,4.950322597,,4.895355597,-28744.00567,,-28743.5538,11.4343889,,16.96737941,,0.396908001,-0.171833005,,0.225074996,-1.061659134,,-1.458567135,-1056.189353,-1056.359435,-1055.973941,,-1056.17511,8.937610687,,-106.7279857,135.1729687
-7.492655203,-4.046333135,2.590900113,4.705773869,4.63472494,4.614615725,-23153.50743,,-23151.68855,10.55738218,10.69711216,22.17262267,,1.727718125,-0.179969209,,1.547748916,-2.192645981,,-3.920364105,-850.746538,-850.916321,-850.489563,-850.667686,-850.683004,39.86815681,49.48033967,-106.5403605,161.2541253
-6.784614933,-4.058034031,2.05480009,4.259779248,4.22938413,4.227833081,-37500.47339,,-37499.4353,8.87673757,9.194924992,19.60733966,,1.006136925,-0.232623241,,0.773513683,-1.522756074,,-2.528892999,-1378.008378,-1378.176226,-1377.776021,-1377.943492,-1377.9722,22.7020206,40.71654897,-105.3261306,145.8061087
-7.216187519,-3.752178049,2.596700114,4.616193986,4.57858785,4.569825783,-27105.99588,,-27104.63296,2.97939006,3.030162481,6.05781518,,1.316542051,-0.535839718,,0.780702333,-1.865728386,,-3.182270437,-996.004705,-996.16141,-995.759744,-995.92464,-995.955794,30.6920927,50.24150808,-98.33379785,153.7152321
-6.274945668,-3.496391019,2.086900091,7.036619581,7.002306023,6.994931737,-29881.60067,-29879.85901,-29880.57834,4.58842654,4.891253566,11.7782195,1.707349461,0.98064421,,,,-0.920949056,-2.628298516,-1.901593265,-1097.920622,,-1097.710381,-1097.857115,-1097.884603,22.60224667,39.85121406,,131.9281197
-7.401224945,-3.976671986,2.660100116,5.488237281,5.427202141,5.409786854,-37668.5434,-37666.2207,-37667.19113,9.409574638,9.652150211,12.34086533,2.261666299,1.273818324,-0.301468049,1.96019825,0.972350276,-2.06622188,-4.327888179,-3.340040205,-1384.140406,-1384.305724,-1383.888077,-1384.056867,-1384.094365,28.89114187,52.42147435,-103.7385329,158.3387185
-7.334284935,-3.626461445,2.73320012,5.140639033,5.068202322,5.072039128,-21707.82722,-21705.4198,-21706.06653,1.483203064,1.503656005,7.767833661,2.334984998,1.692090257,-0.63970558,1.695279418,1.052384677,-2.013540636,-4.348525634,-3.705630893,-797.60047,-797.753358,-797.350077,-797.514194,-797.53907,38.5290526,54.13896648,-95.93859599,157.123861
-7.637147664,-4.168240145,2.472900108,5.981443656,5.970831216,5.938231975,-46001.30204,,-45999.46324,9.474900028,9.897452537,7.548640988,,1.79559339,-0.125002209,,1.670591182,-2.321954488,,-4.117547878,-1690.352563,-1690.524366,-1690.090836,-1690.278562,-1690.286157,41.67036265,46.43629351,-107.8079287,164.236048
-7.864634853,-4.220213893,2.586100113,4.169655137,4.077136424,4.070360789,-26172.75844,,-26170.78816,9.393654278,9.198006267,18.49894383,,1.870979516,-0.043531318,,1.827448197,-2.538829236,,-4.409808752,-961.724483,-961.89928,-961.454786,-961.645602,-961.656798,42.47294666,49.49853743,-109.6866907,169.2372948
-6.753049725,-3.867826441,2.166400095,6.267761862,6.228795157,6.213883318,-29403.44503,,-29402.09297,7.671250644,7.880360265,20.67058815,,1.298186937,-0.373306108,,0.924880829,-1.461394398,,-2.759581335,-1080.375678,-1080.538356,-1080.145576,-1080.311953,-1080.329095,29.23125175,39.98801103,-102.0819091,144.3910759
-7.802320778,-4.395183106,2.472400108,5.944871553,5.895292407,5.876543762,-48509.77202,-48507.89046,-48507.89974,2.617101889,3.776765508,12.33013446,1.831975145,1.803948647,0.109015713,1.940990858,1.912964359,-2.418010681,-4.249985827,-4.221959328,-1782.540946,-1782.721349,-1782.275689,-1782.472929,-1782.474567,41.65341991,42.68127965,-113.2045061,166.4511548
-6.742437284,-3.464281583,2.465500108,5.525489668,5.474822067,5.466794708,-24327.16707,-24325.00741,-24325.76679,5.021189137,5.191140813,8.215930599,2.108987272,1.341582377,-0.804633792,1.30435348,0.536948585,-1.473884424,-3.582871696,-2.815466801,-893.847739,-893.994566,-893.617178,-893.769956,-893.798965,30.60612397,48.80953255,-92.13526394,144.6791025
-6.021063435,-3.914357911,1.60390007,6.190617582,6.158644204,6.173855368,-30309.1318,-30307.82089,-30308.54119,19.22541185,19.08342888,31.83321741,1.278934515,0.573847591,,,,-0.7384695,-2.017404015,-1.312317091,-1113.665015,,-1113.46148,-1113.615433,-1113.643568,13.45818552,31.11315124,,127.7200443
-7.42272194,-4.307290329,2.2801001,4.880661448,4.843300215,4.820197748,-38724.78678,-38723.02467,-38723.64724,6.81168918,9.81067533,9.9501681,1.724755753,1.079083848,0.044660784,1.769416537,1.123744633,-1.938137885,-3.662893638,-3.017221733,-1422.98414,-1423.162178,-1422.736518,-1422.919489,-1422.944531,24.85500398,40.56908436,-111.7204473,155.3850336
-6.876861532,-4.111912576,1.916200084,6.595060416,6.566923843,6.531549041,-53040.91711,-53039.56223,-53039.85016,10.82636645,11.45940995,17.09047119,1.32674273,1.003438372,-0.150091107,1.176651623,0.853347265,-1.42591075,-2.75265348,-2.429349122,-1949.032509,-1949.20339,-1948.803711,-1948.981805,-1948.997072,22.23703643,31.81721634,-107.2293654,143.5728042
-7.293467856,-4.141845101,2.076200091,4.778401059,4.786482841,4.710590284,-29101.24043,-29099.96752,-29099.91964,6.371935277,7.088232359,16.13672781,1.280992016,1.252974131,-0.112702662,1.168289354,1.140271468,-1.920015102,-3.201007118,-3.172989232,-1069.325751,-1069.498006,-1069.078795,-1069.27655,-1069.279335,29.12645774,30.87407031,-108.0915628,154.9671126
-7.339455098,-3.796260495,2.632600115,6.971666002,,6.911828163,-30935.87358,,-30934.25621,6.797434217,,9.82591683,,1.557531585,-0.455430072,,1.102101513,-1.95903623,,-3.516567814,-1136.666832,-1136.826492,-1136.418442,,-1136.610228,35.51951944,,-100.1880869,155.8669605
-7.451021782,-3.802247,2.672900117,5.609872177,5.506033527,5.527067929,-29889.62793,-29887.18492,-29888.02441,13.06126376,12.82724634,12.10417375,2.339169691,1.520710225,-0.425851295,1.913318396,1.09485893,-2.104345032,-4.443514723,-3.625055257,-1098.263673,-1098.42442,-1098.009943,-1098.177534,-1098.208461,34.64602691,54.05299775,-100.8701892,159.2178586
-5.839291375,-3.720612841,1.515500066,6.506841102,6.485942757,6.489398603,-29872.62022,,-29872.03217,16.71363572,16.05586065,28.11214003,,0.570609436,-0.641964125,,-0.071354689,-0.606848024,,-1.17745746,-1097.613332,-1097.766137,-1097.414634,-1097.566519,-1097.592058,13.34962647,29.37557882,-95.88651275,124.6847833
-6.389777718,-3.862384164,1.796200079,5.644158524,5.610661307,5.60070194,-30379.91328,,-30379.09605,8.022999048,8.729431946,14.45760319,,0.773768013,-0.404708048,,0.369059965,-1.048733726,,-1.822501739,-1116.282451,-1116.443975,-1116.067514,-1116.228779,-1116.254034,17.83192325,33.67966305,-101.3577637,134.8749019
-6.751144928,-3.35489181,2.612200114,5.060365443,5.017779624,5.000418759,-31042.94618,-31040.81503,-31041.43786,6.32550818,5.675054225,7.735487925,2.088561001,1.448379367,-0.90942484,1.179136161,0.538954527,-1.494429021,-3.582990022,-2.942808388,-1140.665247,-1140.808223,-1140.433931,-1140.588528,-1140.61263,33.01764105,48.14186297,-89.71872678,145.1528718
-6.047186365,-3.553262816,1.82610008,5.820842055,,5.794392587,-26295.49318,,-26294.6667,5.169200586,,15.95185264,,0.800032906,-0.661910071,,0.138122835,-0.733027222,,-1.533060128,-966.173385,-966.325457,-965.97005,,-966.144563,18.0860644,,-95.42654865,127.5945425
-7.815654358,-4.541852478,2.457800107,5.259171831,5.211034889,5.202354457,-62027.46516,-62025.58082,-62026.30988,3.34274429,3.33994005,5.07764746,1.836200777,1.098462709,0.289073456,2.125274232,1.387536165,-2.415153486,-4.251354262,-3.513616195,-2279.335148,-2279.522168,-2279.069996,-2279.266408,-2279.294545,25.47874793,43.13496866,-117.3567332,166.3852664
-7.338094529,-3.516255331,2.802300123,6.480146732,6.409097803,6.39059406,-33555.74544,-33553.29659,-33553.67687,6.518494879,6.813492001,13.53332578,2.377796609,1.979008746,-0.721992812,1.655803798,1.257015934,-2.066113035,-4.443909644,-4.045121781,-1232.963237,-1233.113101,-1232.710912,-1232.876145,-1232.891761,44.85183328,54.65101383,-94.04100878,158.3362084
-5.713030542,-3.674897713,1.420200062,9.270130164,,9.232741719,-38103.89132,,-38103.40691,16.72291258,,27.85011475,,0.447019673,-0.485253751,,-0.038234078,-0.161887436,,-0.60890711,-1400.011906,-1400.17047,-1399.82956,,-1399.997213,9.219989737,,-99.50033708,114.4237561
-6.082833281,-4.040618744,1.36510006,7.427402299,7.395564977,7.380789194,-38911.62825,,-38911.11487,13.04763971,14.46104676,22.53334674,,0.466767793,-0.21158884,,0.255178953,-0.722142668,,-1.188910461,-1429.760693,-1429.929314,-1429.557758,-1429.723207,-1429.744055,10.44049474,23.52280237,-105.8111951,127.3435389
-7.018904968,-4.255044467,2.05140009,4.005325576,3.954821243,3.945950331,-39067.07949,-39065.38863,-39066.00159,5.963655384,5.539546852,16.00333973,1.640359323,1.01852518,-0.023041145,1.617318178,0.995484036,-1.694623189,-3.334982512,-2.71314837,-1435.58884,-1435.76439,-1435.350167,-1435.528202,-1435.551871,23.19838022,38.05089074,-110.159205,149.7694556
-8.305187196,-4.419945468,2.785300122,3.906112861,3.825104565,3.831254338,-32762.09767,,-32760.45053,8.969530789,9.111463729,8.089294284,,1.572285326,0.47544424,,2.047729566,-3.155520883,,-4.727806209,-1203.896902,-1204.090771,-1203.604542,-1203.815839,-1203.837938,37.00044068,50.86776207,-121.6545423,183.4585312
-6.453452362,-3.718163817,1.935900085,7.050524599,7.03974889,7.024211189,-39068.10325,-39066.6438,-39067.14415,7.021290586,6.180943396,9.194972782,1.448674848,0.932795164,-0.468654806,0.980020042,0.464140358,-1.065550362,-2.51422521,-1.998345526,-1435.522902,-1435.682076,-1435.307347,-1435.468375,-1435.4883,21.71306642,34.21618324,-99.88311757,135.2627025
-6.821894532,-3.836805461,2.2771001,4.258418679,4.220268316,4.213764794,-45014.67187,-45012.73602,-45013.49276,5.160427871,5.242264753,13.58005283,1.897697558,1.134456843,-0.441416208,1.45628135,0.693040634,-1.528878636,-3.426576194,-2.663335478,-1654.148457,-1654.308632,-1653.915875,-1654.078077,-1654.106815,26.13072978,44.16408342,-100.5112541,145.9472982
-6.965298537,-3.965515318,2.2833001,4.211669518,4.165627852,4.158661737,-47522.88009,-47520.93269,-47521.63101,5.918327062,6.098110222,15.32363783,1.901359986,1.196077027,-0.289767153,1.611592834,0.906309874,-1.625642325,-3.527002311,-2.821719352,-1746.327451,-1746.493199,-1746.091313,-1746.2573,-1746.284136,27.18055234,44.02038386,-104.0083617,148.1787202
-5.680104765,-3.49856793,1.474700064,8.14036783,8.105401198,8.104339954,-31001.81081,-31000.69359,-31001.28028,8.760297785,8.775340102,14.95998091,1.082247641,0.494502182,-0.748279011,0.333968631,-0.253776829,-0.317482143,-1.399729784,-0.811984325,-1139.049531,-1139.198429,-1138.861467,-1139.009348,-1139.032874,10.45241741,25.21519415,-93.43483508,118.0118526
-7.675515718,-4.00796508,2.836300124,3.728123184,3.668775151,3.660775003,-21638.49862,,-21636.94807,7.260857394,7.253106884,10.23776721,,1.483201697,-0.280352013,,1.202849684,-2.4022825,,-3.885484197,-795.105697,-795.271791,-794.841018,-795.016152,-795.052494,33.38536133,56.1902934,-104.2254798,166.0884546
-7.868172333,-4.385114894,2.633400115,5.575422562,5.531557807,5.504564112,-51663.54848,,-51662.11609,11.06287695,10.94771707,14.64592065,,1.361531235,0.12996848,,1.491499715,-2.41975221,,-3.781283445,-1898.45765,-1898.638823,-1898.192329,-1898.378522,-1898.40893,30.57223848,49.65353215,-113.6876881,166.4913154
-6.883664379,-3.787008624,2.339900102,4.640983558,4.58822068,4.582832826,-23617.06509,-23615.0745,-23615.79729,7.973126888,8.122907038,5.666163596,1.937826122,1.209644406,-0.490696029,1.447130093,0.718948378,-1.5847164,-3.522542522,-2.794360807,-867.784001,-867.942365,-867.549367,-867.712609,-867.741052,26.95088404,44.79912253,-99.37483528,147.2349467
-8.267091255,-4.565798498,2.716100119,5.448263754,,5.370602458,-44450.09048,,-44448.66565,4.155092453,,4.069983205,,1.347173963,0.299087246,,1.646261209,-2.827623679,,-4.174797642,-1633.370378,-1633.557766,-1633.090068,,-1633.320904,31.04538027,,-117.5876565,175.8970478
-7.948445922,-4.541580364,2.529900111,6.13600433,6.063322717,6.043131869,-63226.02653,-63223.94067,-63225.02317,4.903307419,3.894072259,3.762773623,2.013181368,0.910482371,0.365183703,2.378365071,1.275666074,-2.544271514,-4.557452882,-3.454753885,-2323.350497,-2323.540314,-2323.0806,-2323.276196,-2323.319006,19.76088592,46.62454621,-119.1118759,169.3627966
-7.82572257,-3.885785956,2.799100122,5.802311101,5.784650911,5.727561423,-56819.55495,-56817.59397,-56817.70709,8.652744301,7.396721153,9.406827593,1.94332498,1.773110255,-0.382775671,1.560549309,1.390334584,-2.392976206,-4.336301186,-4.166086461,-2087.922128,-2088.084458,-2087.657791,-2087.848915,-2087.857754,40.39526437,45.94181642,-101.863536,165.8738465
-7.718237595,-3.917351164,2.689200118,5.189510682,5.170870883,,-26158.25185,,,8.126675289,7.593385957,,,,-0.338257843,,,-2.134957842,,,-961.154071,-961.318037,-960.899216,-961.087454,,,41.80276705,-102.8901407,159.9238062
-6.388145035,-3.830546842,1.772100077,10.51390821,10.46049226,10.4672951,-43885.66013,,-43884.55349,14.13897068,15.7403584,29.30357536,,1.060029619,-0.380544337,,0.679485282,-1.018773989,,-2.078803609,-1612.446684,-1612.609096,-1612.232848,-1612.396378,-1612.408085,24.22121989,31.56746775,-101.9149917,134.1840145
-6.319572342,-3.607141361,2.021000088,6.67993273,6.658653426,6.632258381,-31919.96726,,-31918.932,8.246934275,5.091766308,19.9930405,,0.98759046,-0.600521183,,0.387069277,-0.880512936,,-1.868103396,-1172.843195,-1172.997523,-1172.63444,-1172.796011,-1172.807579,22.34936054,29.60838466,-96.84220895,130.9956413
-6.045825796,-3.559793549,1.755900077,6.037390266,6.00762101,5.996763667,-48897.62275,,-48896.83036,3.446052462,2.51692343,5.59680227,,0.75176543,-0.682808415,,0.068957015,-0.717026927,,-1.468792358,-1796.783406,-1796.93471,-1796.580659,-1796.731699,-1796.755858,17.28661793,32.44660786,-94.94462174,127.2255672
-6.523385625,-4.208785111,1.641100072,7.899900809,,7.860716413,-45076.15927,,-45075.3854,12.84015469,,22.6176968,,0.734688381,0.020333805,,0.755022186,,,,-1656.291735,-1656.468879,,,-1656.265669,16.35664959,,-111.1594543,
-6.347872183,-3.719524386,1.882600082,5.973334663,5.942830699,5.929932502,-29943.86179,-29942.30493,-29942.99677,8.914917685,9.464734936,14.26106038,1.526358999,0.821623317,-0.548112054,0.978246946,0.273511264,-1.007617321,-2.53397632,-1.829240638,-1100.245768,-1100.402022,-1100.032342,-1100.188585,-1100.215463,19.01666024,35.88284715,-98.05079129,133.9267358
-7.553608708,-3.875445629,2.675200117,4.267126323,4.165954389,4.205927915,-33299.95775,,-33298.46017,1.557431209,0.785380551,8.268998887,,1.436380234,-0.363101838,,1.073278396,-1.929158128,,-3.365538362,-1223.641803,-1223.804856,-1223.394511,-1223.564094,-1223.589808,32.62733046,48.76309688,-102.317225,155.1779556
-6.108684098,-3.55353493,1.956300086,5.357268879,5.328669712,5.328179907,-24789.81872,,-24788.92787,11.64510289,11.57084154,20.09496893,,0.861764874,-0.742700677,,0.119064198,-0.836267222,,-1.698032096,-910.858017,-911.00712,-910.650888,-910.797529,-910.825857,20.18068944,37.95676439,-93.56347443,129.9753117
-6.189774029,-4.204159175,1.462400064,5.862938069,,5.829468064,-30744.89417,,-30744.40832,12.90976933,,32.07384156,,0.452381677,-0.081600048,,0.370781629,-0.776810343,,-1.22919202,-1129.690227,-1129.86304,-1129.486431,,-1129.674744,9.715721847,,-108.4417128,127.8838242
-6.33426649,-3.478431504,2.184300096,5.546796184,5.506931503,5.49686329,-35058.23146,-35056.39178,-35057.08265,9.097205206,9.09744377,11.54110358,1.79981167,1.098873057,-0.751081784,1.048729887,0.347791273,-1.095591733,-2.895403403,-2.19446479,-1288.209622,-1288.358417,-1287.992963,-1288.142041,-1288.168589,25.7485768,42.40768573,-93.37020165,135.9554724
-6.351953891,-4.124701927,1.530900067,6.864017758,6.840806445,6.839772413,-57132.53064,,-57131.92011,7.603764031,8.45812716,15.97425918,,0.586285916,-0.152812246,,0.43347367,-1.073060705,,-1.65934662,-2099.388655,-2099.559436,-2099.172824,-2099.342217,-2099.366202,14.08945958,29.14026294,-107.1666145,135.435895
-7.997154304,-4.07626566,2.732800119,4.370584013,4.298228937,4.300160946,-29719.82467,,-29718.0353,3.884601331,4.285700658,6.998241708,,1.718952521,-0.117056484,,1.601896037,-2.614939484,,-4.333892005,-1092.068269,-1092.240364,-1091.795775,-1091.979768,-1092.007536,38.1105041,55.53517401,-107.9911614,170.9924374
-6.233856475,-3.807689277,1.59410007,9.187598029,9.163570375,9.134182078,-37218.58812,-37217.4633,-37217.6036,2.557570507,2.904165965,14.48998956,1.100789941,0.931102616,-0.376244938,0.724545003,0.554857678,-0.905710679,-2.00650062,-1.836813295,-1367.47359,-1367.63616,-1367.263909,-1367.432368,-1367.439342,21.49092823,25.867176,-102.0141381,131.5767146
-6.637673447,-3.762518376,1.967000086,5.820869266,,5.770092819,-27201.9966,,-27200.63821,2.852521679,,13.60782912,,1.307616581,-0.469090188,,0.838526393,-1.200001822,,-2.507618402,-999.487136,-999.646294,-999.26664,,-999.440125,29.4998256,,-99.87307742,138.3632245
-6.201747039,-3.649591123,1.919500084,4.639595778,4.60960883,4.607948936,-31942.72482,,-31941.94307,4.239709732,5.025783217,12.93044502,,0.750108257,-0.601881753,,0.148226504,-0.758959673,,-1.50906793,-1173.746021,-1173.900299,-1173.541733,-1173.691711,-1173.718177,17.4723606,34.08001379,-96.8108335,128.1925586
-6.009634652,-3.881704248,1.621800071,6.100629528,6.063812522,6.084302696,-39097.53398,,-39096.94511,13.65712819,13.11213608,25.42562573,,0.572543349,-0.417687879,,0.15485547,-0.769163943,,-1.341707292,-1436.636805,-1436.797852,-1436.432142,-1436.587245,-1436.615559,13.33205621,31.09934604,-101.0584419,128.4278745
-6.165555896,-3.93395011,1.491200065,7.638998038,7.79293285,7.59741904,-35523.4875,,-35522.77124,5.000981925,5.630510876,21.27452586,,0.674684009,-0.262936726,,0.411747283,-0.762742056,,-1.437426065,-1305.238417,-1305.405151,-1305.03399,-1305.203129,-1305.214843,14.79289717,22.14353759,-104.6270856,128.2797823
